2024-11-12 19:34:18,175 - django.utils.autoreload - INFO - Watching for file changes with StatReloader
2024-11-12 19:34:48,199 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:34:48,249 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:35:06,239 - application_logger - INFO - Function perform_create executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:35:06,261 - application_logger - INFO - Function create executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:35:07,045 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:40:15,395 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:40:15,461 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:40:24,399 - application_logger - INFO - Function perform_create executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:40:24,420 - application_logger - INFO - Function create executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:40:24,462 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:05,687 - application_logger - INFO - Function get_queryset executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:05,693 - application_logger - INFO - Function perform_update executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:05,780 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:22,592 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:37,448 - application_logger - INFO - Function perform_create executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:37,466 - application_logger - INFO - Function create executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-12 19:41:37,553 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 06:57:10,841 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 06:57:10,934 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 06:57:14,841 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 06:57:21,658 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 06:58:39,215 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 06:58:39,278 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:01:11,912 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:01:12,016 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:01:16,340 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:01:18,075 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:01:57,877 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:01:57,936 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:02:13,111 - application_logger - INFO - Function get_queryset executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:02:13,117 - application_logger - INFO - Function perform_update executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:02:13,148 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:10:09,556 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:15:58,355 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:15:58,448 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:16:08,185 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:16:15,561 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:18:55,538 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:18:55,638 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:24:33,871 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:24:33,958 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:24:56,466 - application_logger - INFO - Function get_queryset executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:24:56,471 - application_logger - INFO - Function perform_update executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:24:56,497 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:29:54,866 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:29:54,989 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:29:58,067 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:30:10,035 - application_logger - INFO - Function get_queryset executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:30:10,043 - application_logger - INFO - Function perform_update executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:30:10,106 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:30:13,913 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:30:17,823 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:31:10,229 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:32:14,961 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:32:22,121 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:32:22,183 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:32:38,837 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:38:25,418 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:38:25,488 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:39:42,810 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:39:42,865 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:40:34,436 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:40:34,513 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:43:57,236 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:43:57,276 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:47:20,190 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:47:20,255 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:47:38,354 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:47:38,402 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:51:51,306 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:51:51,341 - application_logger - INFO - Function list_by_user executed successfully in views.py | User ID: 123 | Object ID: 456
2024-11-13 07:52:37,590 - application_logger - INFO - Function get_token executed successfully in views.py | User ID: 123 | Object ID: 456
